variation,browse_time
A,4.184189715034561
A,4.922898290585896
A,5.341151974816644
A,5.276690799330019
A,5.827183249036024
A,5.013001891877907
A,6.453534077157316
A,4.735343166762044
A,7.720169166589619
A,5.625667347765006
A,4.142842443583717
A,3.929107501938888
A,5.482472415243185
A,4.776537214674149
A,5.714000494092092
A,5.473237624573545
A,4.927171087343127
A,4.153206281931595
A,3.4851527753141354
A,4.553485047932979
A,5.856398794323472
A,5.214093744130204
A,3.754261221288012
A,5.173180925851182
A,5.3853173797288365
A,4.116142563798867
A,5.153725105945528
A,5.058208718446
A,3.8570297021693767
A,5.357787360348283
A,5.560784526368234
A,6.083051243175277
A,6.053802052034903
A,3.622330632042909
A,4.062174960084877
A,5.51503526720866
A,5.513785950912209
A,5.515047686306048
A,8.85273149065472
A,5.570890510693167
A,6.135565640180599
A,5.954001763493203
A,5.651391251305798
A,4.684730755359654
A,5.758969220493268
A,4.227174785462428
A,4.763181393259991
A,4.514636452170897
A,5.081874139386323
A,7.314658566673509
A,3.132734807408252
A,5.686260190374513
A,3.3872841288103483
A,4.528068134210566
A,6.088950596967366
A,5.064280019095463
A,3.922255222070694
A,4.284696290740031
A,5.679597748934675
A,4.2696333682828636
A,5.216458589581975
A,5.045571839903814
A,4.348399652394183
A,7.143944089325325
A,5.633919022318011
A,2.974857413342393
A,5.186454314769428
A,4.338213535231612
A,5.852433334796224
A,4.2074792615673
A,4.885263558533101
A,5.504987278980457
A,5.865755194170122
A,3.7997035929442236
A,4.665498764159052
A,4.5250546888390435
A,4.346670767426288
A,6.765454240281096
A,5.404981710960955
A,3.7391160456649546
A,5.917861947054776
A,7.122156197012633
A,6.032465260551147
A,3.4806300340459866
A,4.5157659271337485
A,6.2669111491866225
A,4.292330534381219
A,5.443819428146228
A,5.774634053429336
A,4.073069528421917
A,4.9404746439382
A,1.7587326599309274
A,3.9756123586657104
A,4.74743184860684
A,3.7522168180351505
A,6.632411303931635
A,3.5698586220393675
A,4.5599555133030165
A,5.130740577286091
A,6.441273289066116
A,3.5641378488205606
A,6.16316375215496
A,5.010233061019587
A,4.018491348952049
A,5.46210347426327
A,5.19905969557347
A,4.399783122841205
A,5.069802084990019
A,4.61468640313824
A,5.113517345251248
A,5.6621306745210465
A,6.586016816145352
A,3.762184501173151
A,7.133033374656266
A,3.047912200477498
A,4.848214904964417
A,5.588317206484577
A,5.2809918677350325
A,4.377300480179406
A,4.791877749642725
A,4.506999065341168
A,4.410635243055788
A,5.849602097021025
A,5.357015485965047
A,4.307090404739346
A,5.899599875433251
A,5.307299520876609
A,5.81286211883896
A,5.629628841923612
A,4.171004989077928
A,4.439818959803031
A,5.747293605123262
A,5.610370265433465
A,4.979098406035852
A,5.117327383308782
A,6.2776648957884245
A,4.40842861116417
A,5.547097381170038
A,4.797807347566106
A,4.782318796772779
A,6.09877685198719
A,5.82541634898803
A,5.813509636000639
A,6.305478807154329
A,5.021003841632759
A,5.6819529712949635
A,4.689733243406544
A,5.324166352488442
A,4.869856945632315
A,5.096995964992718
A,5.595157025436913
A,4.181779316766527
A,7.092387275685461
A,3.993982618500298
A,3.785811387212268
A,6.158110873500068
A,5.791662693962936
A,5.624119817052155
A,5.62834550926428
A,4.987753227153085
A,4.102745628514168
A,5.075804558193727
A,4.322838288487889
A,5.975119733417751
A,4.8529426184978615
A,4.1745028032074885
A,4.678614158347006
A,5.412931454275625
A,4.436275447196025
A,4.177779604433568
A,5.243687211491912
A,5.244966571108723
A,4.49305682462887
A,4.528961694381677
A,5.232049937357636
A,3.5519156585026757
A,3.5925362256234448
A,4.281555778747564
A,4.786552848288153
A,5.310907565598004
A,6.475356216949552
A,5.85765962320202
A,4.840061470036573
A,4.9809837920973115
A,3.997470635362191
A,4.98148686400761
A,4.711341361079862
A,5.32271856033809
A,4.172769056447677
A,5.519346514241172
A,6.532738913002578
A,4.891239851543142
A,5.401711722098941
A,5.690143991711112
A,4.5987795281141635
A,5.224092481810417
A,5.012592400781795
A,5.097676098548832
A,4.226990216144533
A,5.024510174258943
A,5.49799829124545
A,6.451143607795042
A,5.9592708260852065
A,7.153182457511557
A,4.23265243711195
A,5.872320636720678
A,5.183342005738352
A,7.189802933217672
A,4.191701714644848
A,4.160278157819224
A,4.400607354555978
A,2.876104275690193
A,4.474244978319239
A,4.240867338446302
A,5.150393786476208
A,5.3417559757771595
A,6.876170839215886
A,5.95042383818605
A,4.423096344337597
A,4.101585328651642
A,5.491919171506506
A,3.6797667929793576
A,6.831458765854354
A,6.179440120721287
A,4.530824347895296
A,3.2868654709091225
A,6.353872374165412
A,4.885460154747382
A,6.237816311973462
A,3.405572341205633
A,4.400624977046228
A,5.005243699718183
A,5.046980593764742
A,4.549934528520756
A,5.622849932347499
A,3.932379570617406
A,4.857620514978707
A,5.120295631711899
A,5.514438834058749
A,5.71161487808889
A,3.8753579081621305
A,3.4658858292643777
A,6.277676821898509
A,5.332314011979592
A,4.251513463443446
A,6.551151975522523
A,5.1156746342928585
A,6.179297184063826
A,5.067518481410109
A,7.060747924881987
A,6.755340842443204
A,4.751035851520927
A,5.971570950954355
A,5.645375949585148
A,6.368631557532349
A,4.0350765394198955
A,5.686051459998439
A,6.058424486849588
A,3.2412605135768855
A,3.816741487334225
A,2.9607678222398994
A,4.730593165555442
A,5.717542255795962
A,6.502357052096028
A,5.074094780419776
A,6.628615545571292
A,3.6198985417851084
A,3.2966175606448456
A,4.944452301103381
A,5.384065448939308
A,4.967305251905907
A,2.9325578999601234
A,4.910879960487212
A,3.695530499495147
A,5.669672548830039
A,5.366598246096848
A,4.060120213672644
A,4.486133082663306
A,3.9407864781110487
A,4.937320902726828
A,5.955142320501238
A,4.014273953664456
A,5.504046515517844
A,4.469742381627559
A,4.207127167737656
A,4.892969640045442
A,3.964757677580626
A,4.446350694652818
A,3.8021221074111518
A,6.9647251329163895
A,5.035263551971728
A,4.300274492007414
A,5.213979910734222
A,4.88767195030917
A,4.779030400466777
A,5.614166700043425
A,5.757507710047305
A,4.4694988523894725
A,4.42418175935532
A,4.724948302848356
A,2.698078835264415
A,3.4848089378014477
A,6.3668742674445244
A,6.644967713501284
A,4.750963960443622
A,5.576556963055767
A,5.311250154543536
A,8.078880808455239
A,6.119574911434577
A,4.872082408519233
A,4.0444595593995745
A,3.3935536797424275
A,5.203463635867223
A,4.243649254715697
A,3.5777462904023256
A,4.353427115757474
A,3.9184519963856053
A,6.687141635072565
A,5.8816397569494505
A,4.992027358683383
A,6.479944138890026
A,5.077368307647618
A,4.138715798671736
A,6.5231240772696575
A,5.538910043684659
A,3.962753845673544
A,4.8096613219163915
A,4.124381746615243
A,3.617200269035664
A,5.926177547531641
A,6.9094166404701305
A,3.6014324261808586
A,5.562969236690571
A,4.3493574308781735
A,4.512874616235304
A,4.407606075761131
A,4.136009230320184
A,5.048521627944827
A,4.169049883588962
A,5.2704568257798385
A,4.949761890550863
A,4.76105195313359
A,4.092436337958402
A,4.423228669431667
A,5.755391225825756
A,5.500917187624381
A,4.022444755201449
A,5.099332305429225
A,5.751387123371789
A,3.3305947188786282
A,5.543360192379935
A,4.337376241054153
A,5.570598668593159
A,4.236740843457483
A,3.195117899335481
A,3.3724575621168373
A,5.048084946661382
A,5.259722501721482
A,4.095683374895591
A,5.638592458777374
A,3.33847993773104
A,4.9339202013526835
A,3.7889838002375433
A,4.3481638921978405
A,5.047398671316414
A,4.139586634716047
A,4.615444455770175
A,6.0062928092144405
A,4.423108130476852
A,5.835692112065142
A,3.870293145342382
A,5.529804177915283
A,6.4415686206579
A,2.5283554998727107
A,4.203104744529523
A,5.57707212718054
A,4.796954613957007
A,5.371145873371309
A,4.39601481328418
A,5.0865897874729
A,4.84432276460792
A,6.167782061659807
A,5.254420843301213
A,5.337602662075202
A,4.588123033877532
A,4.512393775927507
A,4.5674418121803795
A,5.394452142378297
A,4.5790155191797375
A,5.289774856896413
A,7.075400798645439
A,5.8711247034316925
A,4.6739764678321585
A,6.201213922163944
A,4.591924626978448
A,2.961875464822146
A,3.9919136890825957
A,3.1292080789741443
A,4.648486515958691
A,5.018418379189551
A,6.676437312275283
A,5.326927373764162
A,4.780899471191136
A,5.829405581183489
A,2.788864690992115
A,5.235614558108566
A,5.770865193886967
A,3.5214137542201582
A,6.143754043206929
A,5.338496407494414
A,4.584712086099199
A,5.632781866106285
A,7.270692857804396
A,5.1818662550584955
A,5.248220586300336
A,4.540639100459756
A,4.150155630535208
A,5.830335816544245
A,4.1439161740911326
A,5.071566237219392
A,4.522342553234884
A,5.478979825746392
A,5.333662105286948
A,6.037539944257899
A,4.489983601145253
A,4.730125064706629
A,4.021236284217693
A,4.555706739923888
A,5.377300493044852
A,5.756988616645351
A,4.077834675822374
A,5.86960592010566
A,6.3556378588049505
A,5.413434903223701
A,6.876795812558066
A,4.2262108008964265
A,3.755345296688583
A,3.2212797510957216
A,6.496044311489183
A,5.654365656354058
A,4.944415329089545
A,5.27996862631982
A,3.8745109527016233
A,7.445751979616826
A,5.129221181975227
A,5.109394794604893
A,5.725766623898692
A,5.481009231736714
A,5.223884024279132
A,4.209525544554688
A,5.471468357135996
A,6.882024496475034
A,6.3454200461549775
A,6.5931866266393975
A,4.488784323568815
A,4.010395179741419
A,4.874213079900352
A,5.055724912288695
A,6.094191518470948
A,3.307535370285181
A,6.529550319460614
A,4.8419921014210106
A,4.57311893005258
A,3.9878956247398323
A,3.3451433281342307
A,5.823170583961915
A,5.073317967188403
A,3.710039100258946
A,3.704921227936384
A,4.664215300709872
A,6.669021525289393
A,4.740408648636395
A,3.496857046881894
A,4.754256935914055
A,4.72727643025233
A,2.3031133570584283
A,4.945705133482188
A,4.769065469791322
A,5.696206364813419
A,6.848956094945345
A,6.126565029547757
A,4.731111309445169
A,3.8934740912583297
A,7.57335980324986
A,5.059218434014488
A,5.013929291912946
A,4.975874912889997
A,5.198084760767855
A,4.855639588076057
A,4.4263379931197635
A,4.453141058759607
A,4.9672467297840015
A,4.456575228866235
A,4.287154217322835
A,5.106430227691897
A,4.745022782579145
A,6.503992988582689
A,2.349030191606988
A,6.091506851922462
A,6.246085192497629
A,2.9266097675918505
A,4.657312405919651
A,4.628559134004209
A,3.5924883052821786
A,4.222183312409125
A,3.8894241545341712
A,6.7522704434236225
A,5.9356783931474615
A,6.2715550949941585
A,5.7216720640432355
A,3.870948228782771
A,4.475479733720226
A,5.489374561227918
A,3.7778721911080546
A,5.712998430172388
A,4.759674601841865
A,4.625179192450402
A,5.7109599682034915
A,5.44426331148604
A,4.63903383418092
A,6.159329803364248
A,3.9189366724001027
A,5.615935606944264
A,5.593101257968383
A,4.690453560686009
A,5.326133022242118
A,3.748886423614697
A,5.924027019206901
A,4.8150978635570105
A,4.47727697948096
A,6.0490092258368895
A,4.29565630945724
A,3.5915387036364406
A,3.4433708264760963
A,5.60600995134564
A,3.719570647503717
A,6.754794181984365
A,2.918070592116278
A,6.696456368290038
A,5.211017467202619
A,4.903286888129608
A,4.4550809131910505
A,5.399136114352071
A,4.962365297575151
A,6.103301882016521
A,5.114227648662039
A,5.150301761461877
A,4.636387787786144
A,4.9430543762789325
A,5.307801768892059
A,3.289831607343374
A,3.651814577894287
A,5.743264094022715
A,5.170865438127942
A,4.8160166636473205
A,5.018433933065393
A,5.347581705361671
A,4.460240319690638
A,4.221695274597687
A,5.195845255097682
A,4.021627222384968
A,5.4082527557144715
A,3.2974163957621596
A,6.029155637325644
A,5.472597482413043
A,5.256029734313875
A,5.982690983945514
A,6.665474444462577
A,6.014370065018131
A,3.1591257686683547
A,3.7204230332642982
A,4.375181422304321
A,5.026091050210834
A,5.517659020469123
A,4.274256186846534
A,5.1867667644770785
A,4.2446170676466775
A,4.388482197008051
A,3.5933389031517775
A,4.076766753889096
A,3.6483153943836664
A,4.024126747022668
A,6.05364179660784
A,4.050601111168057
A,7.63238206483739
A,5.493317900880889
A,5.184836123694874
A,4.141642219818786
A,5.700309879408992
A,4.424362173762226
A,5.122009814645361
A,7.560084538268795
A,4.90394010027535
A,6.149273326285676
A,4.296823574874113
A,4.9650115095030385
A,6.77080063563551
A,4.373032942212233
A,6.8124485579969285
A,5.707751935455476
A,4.437533224105732
A,5.632407739055521
A,5.97255444962673
A,5.621809962217196
A,3.429775280109544
A,4.272862824175132
A,4.752481364448495
A,4.925566570899954
A,5.620672097550678
A,5.177701000933254
A,3.6646556412898987
A,5.380197851005963
A,5.6105857452838235
A,5.559790447931039
A,6.080780725554622
A,5.833922154548904
A,5.459180079228437
A,4.929834288541353
A,3.3390390664840086
A,5.4296182191325855
A,5.207687687163111
A,5.271578837195373
A,3.723251424179691
A,3.9189434595917376
A,6.053152853332904
A,4.960444846143345
A,5.681500697372624
A,5.0283183761304615
A,5.0297561394957455
A,5.938283805975997
A,4.4839552717826265
A,5.0961207769409835
A,4.537724711294958
A,4.565503772567684
A,4.690827876531361
A,5.222133771633713
A,4.5212513783365225
A,6.255756125573521
A,4.105392697780496
A,4.813128355838641
A,4.560268941725825
A,6.446977884353733
A,5.196554776511575
A,6.031844539468635
A,3.514439626963028
A,5.267050265869258
A,5.889630795623437
A,5.082283989275425
A,6.065480375065351
A,4.482711549899628
A,6.40934744018558
A,7.29889812361925
A,4.637161439560341
A,4.554497478599228
A,6.453384477117701
A,6.579572145730713
A,4.477139972846731
A,4.579813182904143
A,4.718215391139493
A,3.6555494889657227
A,4.081348053515802
A,3.9958592332479324
A,4.232202434895871
A,4.965315112613219
A,5.234214732536521
A,6.550500492814077
A,4.001645959261209
A,5.984322398476584
A,4.786011155774491
A,4.950536290347567
A,5.674819492166604
A,3.8772779784377014
A,5.3824097461840505
A,5.166452208213056
A,5.4924512640081495
A,5.289168643907818
A,7.455300139910895
A,4.362260015748684
A,4.469003044998182
A,4.3768594735752355
A,4.444522880839745
A,4.362612872693482
A,6.189016531107551
A,6.420504247989855
A,4.429253706250524
A,4.167644426895771
A,5.471415556386404
A,4.4477769557190285
A,5.6329318177555106
A,5.2029230208512995
A,3.484255885002768
A,6.547505201330061
A,6.7958776730955215
A,4.387211309515614
A,4.6122984400640155
A,5.285865390724905
A,5.3344567899870245
A,5.65854427267283
A,7.01020453876635
A,4.82305277250595
A,4.201702755461547
A,3.620680771985473
A,4.269069960058081
A,4.966873027126203
A,6.794557863517788
A,4.482388700963829
A,5.223787951638898
A,4.983577103927248
A,6.188393273448084
A,7.526932425873621
A,4.4691312270796795
A,4.510560557481778
A,6.044160877069072
A,5.681891489626311
A,6.846707325736034
A,5.583928185325964
A,4.64070790921294
A,5.590654830692309
A,6.108703580582908
A,5.820482181197364
A,5.507274031107298
A,6.066674689589154
A,6.169295590445673
A,6.382158991037527
A,5.648709887589643
A,4.832881919683146
A,5.146713686433323
A,6.206508966508357
A,4.183064329012764
A,5.368673308872901
A,4.606661187672639
A,5.028744822934818
A,6.278451862607299
A,5.191099068019903
A,5.046436548156149
A,3.640143859020081
A,5.746253566027221
A,5.645484181141075
A,7.16325472330546
A,4.692221765046999
A,5.219150327663939
A,5.2493836837107555
A,6.577453279763475
A,4.904704467613048
A,5.2790215257703395
A,5.607896509716539
A,5.186609123156358
A,4.5535663854494715
A,5.1940899928983075
A,6.073631749859772
A,3.9734847005889398
A,5.132969674146876
A,4.299879185060827
A,6.1950466289248425
A,3.476813095216225
A,4.441078152728411
A,5.377211875064521
A,6.56552402923434
A,4.934249738927012
A,4.444800473306802
A,6.88115706944059
A,3.5519860995837558
A,2.801194043379918
A,5.440014450053332
A,4.497945775647389
A,3.9787671828692868
A,5.708356447299353
A,5.243800713771199
A,4.435921369263272
A,3.7196956013291054
A,5.872457328280145
A,5.650201177958661
A,4.900824136220617
A,6.846636996047666
A,3.9299152336738477
A,3.474474829075261
A,4.3080919301187555
A,4.9544139836445025
A,5.243339449322692
A,4.75876394214367
A,5.352055396514297
A,3.748460575809556
A,6.44376460407326
A,4.917848821607431
A,6.117295831588128
A,5.342725346377704
A,5.456753219153784
A,5.569767280232204
A,5.447708560017315
A,5.642722759867544
A,6.329152530132431
A,5.19652116970147
A,5.709003757588512
A,4.910264305712773
A,6.440117215449472
A,4.32360769794073
A,6.800940432910815
A,4.9598420493556565
A,3.569224897881952
A,5.128104414910789
A,4.318948342525119
A,5.840643548988724
A,4.3473760206976095
A,4.55381656678522
A,3.110459269054469
A,4.547693680750923
A,2.5761206733710433
A,3.4160971765142767
A,5.760414656144297
A,5.785800158650832
A,5.425457561784965
A,4.033023856870787
A,4.9522886438580205
A,4.9963974609094315
A,3.8416353108074572
A,6.503398301767151
A,5.877362290575672
A,4.779035826170336
A,5.026885838994531
A,5.208382807947553
A,2.9582651315757094
A,4.752822617479403
A,4.318015752002202
A,3.9983799901050845
A,4.718899707114045
A,6.797686526849523
A,5.64084286126701
A,4.428821010217203
A,5.572582781356159
A,6.399355436586002
A,5.924633682912769
A,5.059630369920174
A,4.353063222294426
A,5.69822331361359
A,5.39348538542175
A,5.895193220027732
A,5.635171801681969
A,6.049552715319335
A,4.464764788439432
A,6.317394065634326
A,5.1975996046924
A,7.0752608726252655
A,4.310812181910432
A,6.73596380316525
A,5.197910783462648
A,4.348581996385551
A,4.5161141659456785
A,4.67965269180568
A,5.424165946401916
A,5.5228354880355
A,4.426299996061421
A,4.975645407739017
A,7.142270358611864
A,6.727543170100711
A,5.4363236696740325
A,5.0380034781682
A,5.120031326718261
A,5.613517972730417
A,3.9772074348015947
A,4.742623462576655
A,3.3314159261224106
A,5.399223122605279
A,5.647195939702741
A,4.516813537700626
A,6.573986763290033
A,3.774234336997659
A,3.53562511979018
A,5.224451818559972
A,6.047098302612154
A,6.6839276914578685
A,4.54111573713106
A,6.078680833431296
A,4.961491530499293
A,4.82737270005918
A,5.883659937486672
A,5.65232287841342
A,3.4236078430157506
A,6.476540349725896
A,6.380091354147451
A,4.374437298490471
A,5.395803533437409
A,5.494030186282739
A,5.260673765823907
A,4.44969484615458
A,4.328376632061948
A,4.974445929008555
A,6.172729019259364
A,5.543600154594432
A,4.629385667913894
A,5.771698710648344
A,2.1514573793699245
A,6.1487657003721035
A,3.2602862212219
A,4.637559058596868
A,3.880330105373856
A,3.705318524279094
A,6.16082678737852
A,4.5322987986881085
A,5.346503881730715
A,4.953079421120816
A,5.477040827223122
A,5.076821891060256
A,3.7170077758114304
A,5.99626681944714
A,4.506243416838688
A,3.443418101340249
A,4.571884839034087
A,6.50075979063431
A,5.850221742113493
A,4.6513478655921405
A,4.650742295681571
A,4.678364948782617
A,7.076747983560841
A,5.381935452231553
A,5.43004164719107
A,6.030283454031842
A,5.238789159026513
A,4.740957854179297
A,4.803650150915022
A,4.928398740585936
A,4.962777763490158
A,5.72762954363698
A,5.051945885807299
A,5.73264007721558
A,4.919283419891418
A,5.07863519031609
A,3.0017993154678924
A,5.916327674702481
A,5.346488475897993
A,5.998010109859652
A,2.1037446218063107
A,7.088374704780728
A,4.860410371844826
A,6.108182816737516
A,3.960094072874469
A,5.61277390506257
A,3.9465844368263436
A,4.376231039304195
A,6.914031353866786
A,4.809317599236653
A,5.217432873179723
A,5.8700677306887545
A,5.495681887972605
A,5.150418905143576
A,5.3649610024662255
A,7.403415585238275
A,4.9423812029664145
A,5.201099046714967
A,6.050654396007612
A,6.105525932957984
A,6.187030305560381
A,5.638730222029185
A,3.8569950872695165
A,6.6334315323010955
A,3.853654606981312
A,5.3026354652390335
A,4.245724149980642
A,4.935861653407008
A,5.32876241030348
A,5.3213572154502735
A,5.421920754235285
A,6.613711269058647
A,5.453534301513979
A,4.755843364709351
A,5.964087168288358
A,6.18947048892464
A,3.7723921848630075
A,5.597400069849858
A,5.701172742310899
A,4.702436496640008
A,6.37570681331162
A,4.849944412967473
A,5.125576453471543
A,4.82692817571613
A,5.015579047581467
A,3.9037249131047984
A,3.5599491174057056
A,6.594505063224972
A,4.153038651681673
A,4.008607650543693
A,2.846609886396285
A,4.361038252310498
A,3.6769102065925017
A,6.642015160136369
A,6.009817089342635
A,4.311849654822276
A,7.252435805344309
A,5.981765486991594
A,4.675168616491377
A,2.500594285126427
A,7.290942572590742
A,3.610427533236404
A,3.354601253043108
A,6.0225704320096405
A,7.439752406339273
A,6.384272818510518
A,5.56390912005236
A,5.594754341665286
A,5.853415558780307
A,5.758928589786765
A,5.281191423969376
A,5.104201103951876
A,4.937406872100477
A,4.246035411133324
A,4.719324923133226
A,3.3070431858046145
A,4.90166037320525
A,4.011408892849083
A,3.896410682784229
A,5.179894151153478
A,6.392002286344599
A,5.918316606002313
A,3.4294993963768228
A,4.010371863429662
A,5.940771187988216
A,4.017512606461691
A,4.775366850002976
A,5.550052099024552
A,4.031655545136365
A,5.10537550614596
A,3.6659745050817953
A,4.398632356048786
A,5.3197819341425365
A,3.407006266468331
A,5.440474737960399
A,4.980362201073318
A,5.5524899544171475
A,5.223914134064661
A,6.364140429973844
A,5.1252245026479075
A,4.570594458874747
A,5.122297503032284
A,5.543298029036388
A,5.048860070325705
A,5.040591691203883
A,4.298008312193245
A,4.337099082449052
A,3.5973947282003067
A,6.749576743186939
A,3.7561367646087147
A,4.307094802204093
A,4.281592734430802
A,5.8949243769444415
A,4.705050321707972
A,6.247742072673734
A,4.326509375756132
A,5.278994162223802
A,4.164652946740243
A,7.145149127773388
A,3.812401580970487
A,5.309820710227028
A,5.633776880932098
A,5.4137990974514985
A,4.814712341122291
A,4.870179300266574
A,5.04381147197911
A,4.852997998371511
A,5.96387911679491
A,7.210523001591351
A,4.442508214992166
A,3.630197020420922
A,4.911717951648745
A,7.579709337654318
A,4.196325432030269
A,6.6391168054440675
A,6.677700814076441
A,4.4464117582920055
A,5.5689830791852755
A,6.628396623128538
A,4.620872259012513
A,4.796419639897638
A,4.418319086051357
A,3.985243269307133
A,4.350722454933993
A,3.7760597332377435
A,5.034083468259226
A,4.230026768941358
A,5.233785911790748
A,3.444104353796373
A,5.330880232214457
A,5.833528961608924
A,3.0062643574285444
A,5.374056569847572
A,6.227668992473292
A,3.7903589813087946
A,6.672572386837704
A,5.419019009366045
A,4.294988144241591
A,4.944230922342294
A,5.558326912521722
A,5.076005391412411
A,5.538755992446369
A,4.079326406920634
A,5.169360824036078
A,3.58628550309502
A,4.888773938651299
A,4.09609235853521
A,4.264470057410233
A,6.236093175210438
A,6.091310120594269
A,5.609138120907177
A,3.907687235327421
A,4.683591550305198
A,6.213097699979183
A,5.141716913639905
A,7.319329539981695
A,5.3933178393943715
A,5.192049116490032
A,4.690883535797498
A,5.133540904782282
A,4.8475301636194565
A,5.708108676688591
A,5.956702316794584
A,4.21401053949205
A,3.668767046442222
A,3.1637946268967037
A,5.507991326912544
A,3.8966333938261264
A,2.847109407047517
A,5.388578604530964
A,7.492999517432791
A,4.993929088460106
A,5.838490774451642
A,5.081829358547565
A,4.901110346808857
A,5.9190764829877685
A,4.709725455811348
A,5.267392314071903
A,5.321697806196013
A,4.331909546356951
A,5.992042349536523
A,4.825040243304591
A,4.244254840507155
A,5.536509843570403
A,4.101532018208963
A,5.028181157369128
A,4.990881003355796
A,6.085895565831578
A,5.474698232879953
A,4.974973041254856
A,5.817766299200287
A,6.390207549017314
A,5.557810306351862
A,5.01035261984338
A,3.6881637676498404
A,3.9348863369246274
A,4.694775295645332
A,4.390487797840716
A,4.813028697014554
A,5.0566499248971075
A,5.529692754356731
A,4.9295012219409085
A,5.486501643826202
A,5.06447441481012
A,3.0245334336461287
A,4.060664606181246
A,4.855912444278385
A,3.7903052571588924
A,5.599928729996204
A,6.530750832343697
A,6.218761851697317
A,4.786557129069792
A,6.490726136849952
A,5.148667457202111
A,4.662914028881961
A,4.38659733645906
A,4.697530313511872
A,4.611823181458771
A,5.170416222375488
A,5.160573981049865
A,5.003046020153414
A,5.43693816974635
A,6.190646274786341
A,5.949554135441324
A,3.5151020315500965
A,2.446078865098045
A,5.934319911239274
A,3.6331213015845787
A,4.775234598107317
A,3.8298869739406403
A,3.1980195624199803
A,5.541462728204788
A,5.7591551603026465
A,4.423489599273281
A,2.40895770785509
A,4.453755551747517
A,5.3918040054025465
A,3.5210884312258712
A,5.183359919779155
A,4.984690150827005
A,5.579291499601088
A,5.119580368414153
A,4.026931059118445
A,6.196571501664492
A,4.84147042697303
A,4.972695460490068
A,4.066732040926804
A,4.55671774880849
A,4.115197285973099
A,4.827053940076577
A,6.7117084801423434
A,3.6280988570686437
